,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
1845,Rodriguez Vila,Carlsen,2437,2881,A01,0-1,2014
1846,Carlsen,Milos,2881,2583,C45,½-½,2014
1847,Carlsen,Leitao,2881,2645,B20,1-0,2014
1848,Carlsen,Rodriguez Vila,2881,2437,C00,1-0,2014
1849,Aronian,Carlsen,2826,2872,E06,1-0,2014
1850,Caruana,Carlsen,2781,2872,A05,1-0,2014
1851,Carlsen,Anand,2872,2773,C67,½-½,2014
1852,Carlsen,Nakamura,2872,2776,B51,½-½,2014
1853,Gelfand,Carlsen,2761,2872,A58,0-1,2014
1854,Carlsen,Aronian,2872,2812,A29,½-½,2014
1855,Carlsen,Gelfand,2872,2777,E60,1-0,2014
1856,Nakamura,Carlsen,2789,2872,C47,0-1,2014
1857,Carlsen,Anand,2872,2773,A06,1-0,2014
1858,Aronian,Carlsen,2812,2872,A46,½-½,2014
1859,Carlsen,Gelfand,2872,2777,A48,½-½,2014
1860,Carlsen,Caruana,2872,2782,B42,0-1,2014
1861,Anand,Carlsen,2773,2872,C65,½-½,2014
1862,Carlsen,Caruana,2872,2782,C65,1-0,2014
1863,Nakamura,Carlsen,2789,2872,E20,0-1,2014
1864,Carlsen,Anand,2870,2775,B51,½-½,2013
1865,Anand,Carlsen,2775,2870,E25,0-1,2013
1866,Carlsen,Anand,2870,2775,C67,½-½,2013
1867,Anand,Carlsen,2775,2870,C65,½-½,2013
1868,Anand,Carlsen,2775,2870,C65,0-1,2013
1869,Carlsen,Anand,2870,2775,D31,1-0,2013
1870,Anand,Carlsen,2775,2870,C67,½-½,2013
1871,Carlsen,Anand,2870,2775,A07,½-½,2013
1872,Anand,Carlsen,2775,2870,B18,½-½,2013
1873,Carlsen,Anand,2870,2775,A07,½-½,2013
1874,Carlsen,Aronian,2862,2813,C88,1-0,2013
1875,Nakamura,Carlsen,2772,2862,C67,½-½,2013
1876,Kamsky,Carlsen,2741,2862,C69,0-1,2013
1877,Carlsen,Nakamura,2862,2772,E62,½-½,2013
1878,Aronian,Carlsen,2813,2862,A80,½-½,2013
1879,Carlsen,Kamsky,2862,2741,D15,1-0,2013
1880,Carlsen,Predojevic,2864,2616,B07,½-½,2013
1881,Predojevic,Carlsen,2616,2864,B40,0-1,2013
1882,Carlsen,Predojevic,2864,2616,D10,½-½,2013
1883,Predojevic,Carlsen,2616,2864,C77,½-½,2013
1884,Mamedyarov,Carlsen,2753,2864,E62,½-½,2013
1885,Carlsen,Nakamura,2864,2784,A13,1-0,2013
1886,Carlsen,Morozevich,2864,2760,B17,½-½,2013
1887,Gelfand,Carlsen,2755,2864,D37,½-½,2013
1888,Carlsen,Anand,2864,2786,E46,1-0,2013
1889,Andreikin,Carlsen,2713,2864,A34,½-½,2013
1890,Carlsen,Caruana,2864,2774,A07,0-1,2013
1891,Karjakin,Carlsen,2782,2864,C67,½-½,2013
1892,Carlsen,Kramnik,2864,2803,A45,1-0,2013
1893,Carlsen,Andreikin,2864,2713,E15,½-½,2013
1894,Caruana,Carlsen,2774,2864,B30,0-1,2013
1895,Carlsen,Gelfand,2864,2755,B90,½-½,2013
1896,Carlsen,Karjakin,2864,2782,D11,1-0,2013
1897,Carlsen,Nakamura,2864,2784,A48,½-½,2013
1898,Anand,Carlsen,2786,2864,C65,½-½,2013
1899,Carlsen,Kramnik,2864,2803,C65,½-½,2013
1900,Mamedyarov,Carlsen,2753,2864,D37,1-0,2013
1901,Morozevich,Carlsen,2760,2864,B35,1-0,2013
1902,Aronian,Carlsen,2813,2868,D63,½-½,2013
1903,Carlsen,Wang,2868,2743,A30,0-1,2013
1904,Hammer,Carlsen,2608,2868,E04,0-1,2013
1905,Carlsen,Radjabov,2868,2745,A35,1-0,2013
1906,Karjakin,Carlsen,2767,2868,C95,0-1,2013
1907,Carlsen,Svidler,2868,2769,B51,½-½,2013
1908,Nakamura,Carlsen,2775,2868,C28,½-½,2013
1909,Carlsen,Anand,2868,2783,B51,½-½,2013
1910,Carlsen,Topalov,2868,2793,A30,½-½,2013
1911,Carlsen,Radjabov,2868,2745,A07,0-1,2013
1912,Topalov,Carlsen,2793,2868,A06,0-1,2013
1913,Anand,Carlsen,2783,2868,C65,½-½,2013
1914,Carlsen,Wang,2868,2743,B50,½-½,2013
1915,Carlsen,Nakamura,2868,2775,A00,1-0,2013
1916,Aronian,Carlsen,2813,2868,A46,0-1,2013
1917,Carlsen,Svidler,2868,2769,B08,1-0,2013
1918,Karjakin,Carlsen,2767,2868,C41,1-0,2013
1919,Hammer,Carlsen,2608,2868,E15,0-1,2013
1920,Radjabov,Carlsen,2793,2872,E32,0-1,2013
1921,Carlsen,Ivanchuk,2872,2757,B48,0-1,2013
1922,Grischuk,Carlsen,2764,2872,D90,½-½,2013
1923,Carlsen,Gelfand,2872,2740,B30,1-0,2013
1924,Kramnik,Carlsen,2810,2872,E06,½-½,2013
1925,Carlsen,Aronian,2872,2809,E06,½-½,2013
1926,Carlsen,Radjabov,2872,2793,B30,½-½,2013
1927,Svidler,Carlsen,2747,2872,C84,0-1,2013
1928,Ivanchuk,Carlsen,2757,2872,D93,½-½,2013
1929,Carlsen,Grischuk,2872,2764,C65,1-0,2013
1930,Gelfand,Carlsen,2740,2872,D52,0-1,2013
1931,Carlsen,Kramnik,2872,2810,A33,½-½,2013
1932,Aronian,Carlsen,2809,2872,E11,½-½,2013
1933,Carlsen,Svidler,2872,2747,C84,0-1,2013
1934,Giri,Carlsen,2720,2861,E60,½-½,2013
1935,Carlsen,Nakamura,2861,2769,B32,1-0,2013
1936,Wang,Carlsen,2752,2861,B30,½-½,2013
1937,Carlsen,L'Ami,2861,2627,B18,1-0,2013
1938,Hou,Carlsen,2603,2861,C44,0-1,2013
1939,Carlsen,Karjakin,2861,2780,A07,1-0,2013
1940,Leko,Carlsen,2735,2861,C67,½-½,2013
1941,Carlsen,Sokolov,2861,2663,C78,1-0,2013
1942,Anand,Carlsen,2772,2861,C42,½-½,2013
1943,Carlsen,Harikrishna,2861,2698,C44,1-0,2013
1944,Carlsen,Van Wely,2861,2679,E75,1-0,2013
1945,Aronian,Carlsen,2802,2861,E90,½-½,2013
1946,Carlsen,Caruana,2861,2781,A10,½-½,2013
1947,Carlsen,Anand,2848,2775,C65,½-½,2012
1948,Nakamura,Carlsen,2760,2848,B30,½-½,2012
1949,Carlsen,Polgar,2848,2705,A33,1-0,2012
1950,Adams,Carlsen,2710,2848,C84,0-1,2012
1951,Carlsen,Jones,2848,2644,B53,1-0,2012
1952,Kramnik,Carlsen,2795,2848,A37,½-½,2012
1953,Carlsen,Aronian,2848,2815,C77,1-0,2012
1954,McShane,Carlsen,2713,2848,C67,0-1,2012
1955,Polgar,Carlsen,2705,2848,B09,0-1,2012
1956,Carlsen,Polgar,2848,2705,B31,1-0,2012
1957,Polgar,Carlsen,2705,2848,C50,0-1,2012
1958,Carlsen,Polgar,2848,2705,E90,0-1,2012
1959,Bruzon Batista,Carlsen,2706,2848,E43,½-½,2012
1960,Carlsen,Bruzon Batista,2848,2706,B40,1-0,2012
1961,Carlsen,The World,2848,,B90,1-0,2012
1962,Caruana,Carlsen,2772,2843,C67,0-1,2012
1963,Carlsen,Caruana,2843,2772,B40,1-0,2012
1964,Anand,Carlsen,2780,2843,E18,½-½,2012
1965,Carlsen,Aronian,2843,2816,C65,½-½,2012
1966,Carlsen,Karjakin,2843,2778,E15,½-½,2012
1967,Vallejo Pons,Carlsen,2697,2843,B07,0-1,2012
1968,Caruana,Carlsen,2773,2843,C19,1-0,2012
1969,Aronian,Carlsen,2816,2843,E18,½-½,2012
1970,Carlsen,Anand,2843,2780,B52,1-0,2012
1971,Karjakin,Carlsen,2778,2843,C19,½-½,2012
1972,Carlsen,Vallejo Pons,2843,2697,C15,1-0,2012
1973,Carlsen,Caruana,2843,2773,C00,1-0,2012
1974,Carlsen,Bologan,2837,2732,A59,1-0,2012
1975,Wang,Carlsen,2739,2837,E15,0-1,2012
1976,Bologan,Carlsen,2732,2837,B30,0-1,2012
1977,Nakamura,Carlsen,2778,2837,D91,½-½,2012
1978,Carlsen,Giri,2837,2696,C42,½-½,2012
1979,Bacrot,Carlsen,2713,2837,A40,½-½,2012
1980,Carlsen,Wang,2837,2739,E32,1-0,2012
1981,Carlsen,Nakamura,2837,2778,B53,½-½,2012
1982,Bacrot,Carlsen,2713,2837,A20,1-0,2012
1983,Carlsen,Bacrot,2837,2713,C53,1-0,2012
1984,Carlsen,Bacrot,2837,2713,B31,0-1,2012
1985,Topalov,Carlsen,2752,2837,C95,0-1,2012
1986,Bologan,Carlsen,2732,2837,C67,½-½,2012
1987,Grischuk,Carlsen,2763,2837,C90,0-1,2012
1988,Ivanchuk,Carlsen,2769,2837,A04,0-1,2012
1989,Jumabayev,Carlsen,2525,2837,E15,0-1,2012
1990,Carlsen,Chadaev,2837,2580,C36,1-0,2012
1991,Carlsen,Svidler,2837,2749,B40,0-1,2012
1992,Carlsen,Morozevich,2837,2770,A13,0-1,2012
1993,Carlsen,Le,2837,2693,A15,1-0,2012
1994,Carlsen,Radjabov,2837,2788,A00,1-0,2012
1995,Kotsur,Carlsen,2548,2837,C84,0-1,2012
1996,Carlsen,Karjakin,2837,2779,C65,1-0,2012
1997,Carlsen,Mamedyarov,2837,2726,C41,0-1,2012
1998,Carlsen,Andreikin,2837,2700,A59,½-½,2012
1999,Gelfand,Carlsen,2738,2837,D15,0-1,2012
2000,Karjakin,Carlsen,2779,2837,C67,0-1,2012
2001,Carlsen,Gelfand,2837,2738,B53,½-½,2012
2002,Morozevich,Carlsen,2770,2837,A80,1-0,2012
2003,Le,Carlsen,2693,2837,A42,0-1,2012
2004,Chadaev,Carlsen,2580,2837,B06,1-0,2012
2005,Carlsen,Grischuk,2837,2763,C00,0-1,2012
2006,Carlsen,Topalov,2837,2752,B36,½-½,2012
2007,Carlsen,Kotsur,2837,2548,B40,1-0,2012
2008,Carlsen,Jumabayev,2837,2525,C33,½-½,2012
2009,Carlsen,Ivanchuk,2837,2769,B11,1-0,2012
2010,Carlsen,Bologan,2837,2732,B07,1-0,2012
2011,Svidler,Carlsen,2749,2837,A20,½-½,2012
2012,Radjabov,Carlsen,2788,2837,A04,0-1,2012
2013,Mamedyarov,Carlsen,2726,2837,E60,½-½,2012
2014,Andreikin,Carlsen,2700,2837,A25,1-0,2012
2015,Grischuk,Carlsen,2763,2837,C67,1-0,2012
2016,Topalov,Carlsen,2752,2837,D15,½-½,2012
2017,Carlsen,Radjabov,2837,2788,B32,½-½,2012
2018,Carlsen,Ivanchuk,2837,2769,E21,0-1,2012
2019,Ismagambetov,Carlsen,2471,2837,C91,0-1,2012
2020,Carlsen,Mamedyarov,2837,2726,C76,1-0,2012
2021,Carlsen,Karjakin,2837,2779,C65,1-0,2012
2022,Tkachiev,Carlsen,2644,2837,D12,0-1,2012
2023,Gelfand,Carlsen,2738,2837,D37,½-½,2012
2024,Carlsen,Dreev,2837,2677,B11,½-½,2012
2025,Carlsen,Bologan,2837,2732,D12,1-0,2012
2026,Carlsen,Morozevich,2837,2770,C11,1-0,2012
2027,Kazhgaleyev,Carlsen,2589,2837,C53,0-1,2012
2028,Svidler,Carlsen,2749,2837,A10,½-½,2012
2029,Kurnosov,Carlsen,2663,2837,C67,0-1,2012
2030,Carlsen,Bacrot,2837,2713,C65,½-½,2012
2031,Giri,Carlsen,2696,2837,E15,½-½,2012
2032,McShane,Carlsen,2706,2835,C85,0-1,2012
2033,Carlsen,Tomashevsky,2835,2738,A29,½-½,2012
2034,Nakamura,Carlsen,2775,2835,E10,½-½,2012
2035,Carlsen,Aronian,2835,2825,C67,½-½,2012
2036,Radjabov,Carlsen,2784,2835,C45,0-1,2012
2037,Carlsen,Grischuk,2835,2761,C84,½-½,2012
2038,Carlsen,Caruana,2835,2770,D85,½-½,2012
2039,Morozevich,Carlsen,2769,2835,E35,½-½,2012
2040,Carlsen,Kramnik,2835,2801,E32,½-½,2012
2041,Kramnik,Carlsen,2801,2835,A04,0-1,2012
2042,Morozevich,Carlsen,2769,2835,C45,1-0,2012
2043,Nakamura,Carlsen,2775,2835,A30,½-½,2012
2044,Carlsen,Caruana,2835,2770,B40,1-0,2012
2045,Carlsen,McShane,2835,2706,B06,1-0,2012
2046,Carlsen,Aronian,2835,2825,C65,0-1,2012
2047,Tomashevsky,Carlsen,2738,2835,A30,0-1,2012
2048,Carlsen,Radjabov,2835,2784,C03,1-0,2012
2049,Carlsen,Grischuk,2835,2761,E92,1-0,2012
2050,Van Wely,Carlsen,2692,2835,A40,½-½,2012
2051,Carlsen,Kamsky,2835,2732,C89,½-½,2012
2052,Carlsen,Topalov,2835,2770,B51,1-0,2012
2053,Nakamura,Carlsen,2759,2835,D15,½-½,2012
2054,Carlsen,Karjakin,2835,2769,A15,0-1,2012
2055,Radjabov,Carlsen,2773,2835,A07,½-½,2012
2056,Carlsen,Gelfand,2835,2739,D12,1-0,2012
2057,Navara,Carlsen,2712,2835,D45,½-½,2012
2058,Carlsen,Giri,2835,2714,A15,½-½,2012
2059,Caruana,Carlsen,2736,2835,C67,½-½,2012
2060,Carlsen,Aronian,2835,2805,D31,1-0,2012
2061,Ivanchuk,Carlsen,2766,2835,D56,½-½,2012
2062,Carlsen,Gashimov,2835,2761,A30,1-0,2012
2063,Short,Carlsen,2698,2826,C50,½-½,2011
2064,Anand,Carlsen,2811,2826,D58,½-½,2011
2065,Carlsen,Adams,2826,2734,E21,1-0,2011
2066,Aronian,Carlsen,2802,2826,D12,½-½,2011
2067,Carlsen,Kramnik,2826,2800,E21,½-½,2011
2068,Carlsen,Nakamura,2826,2758,C50,1-0,2011
2069,McShane,Carlsen,2671,2826,C78,½-½,2011
2070,Carlsen,Howell,2826,2633,C65,1-0,2011
2071,Nakamura,Carlsen,2758,2826,E15,0-1,2011
2072,Carlsen,Nepomniachtchi,2826,2730,B52,½-½,2011
2073,Anand,Carlsen,2811,2826,D85,½-½,2011
2074,Carlsen,Svidler,2826,2755,D86,½-½,2011
2075,Ivanchuk,Carlsen,2775,2826,D82,½-½,2011
2076,Carlsen,Karjakin,2826,2763,E12,½-½,2011
2077,Kramnik,Carlsen,2800,2826,A20,½-½,2011
2078,Carlsen,Gelfand,2826,2744,D12,1-0,2011
2079,Aronian,Carlsen,2802,2826,E15,½-½,2011
2080,Carlsen,Ivanchuk,2823,2765,E21,½-½,2011
2081,Ivanchuk,Carlsen,2765,2823,C65,0-1,2011
2082,Carlsen,Nakamura,2823,2753,D55,½-½,2011
2083,Vallejo Pons,Carlsen,2716,2823,A04,1-0,2011
2084,Carlsen,Aronian,2823,2807,C84,½-½,2011
2085,Anand,Carlsen,2817,2823,C67,½-½,2011
2086,Nakamura,Carlsen,2753,2823,D59,½-½,2011
2087,Carlsen,Ivanchuk,2823,2765,E21,1-0,2011
2088,Carlsen,Vallejo Pons,2823,2716,D12,1-0,2011
2089,Aronian,Carlsen,2807,2823,D55,½-½,2011
2090,Carlsen,Anand,2823,2817,E21,½-½,2011
2091,Carlsen,Anand,2823,2817,C65,0-1,2011
2092,Carlsen,Aronian,2823,2807,A36,0-1,2011
2093,Kramnik,Carlsen,2791,2823,A04,1-0,2011
2094,Anand,Carlsen,2817,2823,C65,½-½,2011
2095,Aronian,Carlsen,2807,2823,E15,½-½,2011
2096,Carlsen,Kramnik,2823,2791,E32,½-½,2011
2097,Ivanchuk,Carlsen,2765,2823,C11,0-1,2011
2098,Caruana,Carlsen,2711,2821,C41,½-½,2011
2099,Carlsen,Vachier Lagrave,2821,2722,E60,½-½,2011
2100,Carlsen,Morozevich,2821,2694,D37,½-½,2011
2101,Shirov,Carlsen,2714,2821,C65,0-1,2011
2102,Carlsen,Pelletier,2821,2590,C10,1-0,2011
2103,Vachier Lagrave,Carlsen,2722,2821,B30,1-0,2011
2104,Carlsen,Caruana,2821,2711,C45,1-0,2011
2105,Morozevich,Carlsen,2694,2821,D80,½-½,2011
2106,Carlsen,Shirov,2821,2714,D47,1-0,2011
2107,Pelletier,Carlsen,2590,2821,D85,0-1,2011
2108,Carlsen,Karjakin,2815,2776,E12,½-½,2011
2109,Nisipeanu,Carlsen,2659,2815,C95,½-½,2011
2110,Radjabov,Carlsen,2744,2815,D37,½-½,2011
2111,Carlsen,Ivanchuk,2815,2776,D38,1-0,2011
2112,Nakamura,Carlsen,2774,2815,C95,½-½,2011
2113,Carlsen,Nisipeanu,2815,2659,D27,1-0,2011
2114,Karjakin,Carlsen,2776,2815,B12,½-½,2011
2115,Carlsen,Radjabov,2815,2744,D37,½-½,2011
2116,Ivanchuk,Carlsen,2776,2815,C65,½-½,2011
2117,Carlsen,Nakamura,2815,2774,D31,1-0,2011
2118,Carlsen,Gelfand,2815,2733,E60,0-1,2011
2119,Gelfand,Carlsen,2733,2815,A59,0-1,2011
2120,Carlsen,Grischuk,2815,2747,B90,1-0,2011
2121,Grischuk,Carlsen,2747,2815,E15,½-½,2011
2122,Carlsen,Anand,2815,2817,B23,0-1,2011
2123,Anand,Carlsen,2817,2815,C77,0-1,2011
2124,Topalov,Carlsen,2775,2815,C95,½-½,2011
2125,Carlsen,Topalov,2815,2775,B23,1-0,2011
2126,Kramnik,Carlsen,2785,2815,A15,0-1,2011
2127,Carlsen,Kramnik,2815,2785,C42,1-0,2011
2128,Carlsen,Karjakin,2815,2776,C84,1-0,2011
2129,Karjakin,Carlsen,2776,2815,C11,½-½,2011
2130,Ivanchuk,Carlsen,2779,2815,A15,1-0,2011
2131,Carlsen,Ivanchuk,2815,2779,C17,0-1,2011
2132,Giri,Carlsen,2690,2815,A40,0-1,2011
2133,Carlsen,Giri,2815,2690,E60,½-½,2011
2134,Aronian,Carlsen,2808,2815,E15,½-½,2011
2135,Carlsen,Aronian,2815,2808,D78,½-½,2011
2136,Gashimov,Carlsen,2746,2815,C11,0-1,2011
2137,Carlsen,Gashimov,2815,2746,D11,1-0,2011
2138,Nakamura,Carlsen,2774,2815,E47,½-½,2011
2139,Carlsen,Nakamura,2815,2774,D10,1-0,2011
2140,Grischuk,Carlsen,2773,2814,D02,½-½,2011
2141,Carlsen,Wang,2814,2731,B12,1-0,2011
2142,Kramnik,Carlsen,2784,2814,E00,0-1,2011
2143,Carlsen,Nepomniachtchi,2814,2733,B92,0-1,2011
2144,Vachier Lagrave,Carlsen,2715,2814,C67,½-½,2011
2145,Carlsen,Nakamura,2814,2751,B92,1-0,2011
2146,Carlsen,Anand,2814,2810,B91,½-½,2011
2147,Smeets,Carlsen,2662,2814,C67,0-1,2011
2148,Carlsen,L'Ami,2814,2628,C77,1-0,2011
2149,Ponomariov,Carlsen,2744,2814,A15,½-½,2011
2150,Carlsen,Giri,2814,2686,D71,0-1,2011
2151,Shirov,Carlsen,2722,2814,C45,½-½,2011
2152,Carlsen,Aronian,2814,2805,C45,½-½,2011
2153,Carlsen,Short,2802,2680,C10,1-0,2010
2154,Kramnik,Carlsen,2791,2802,D07,½-½,2010
2155,Howell,Carlsen,2611,2802,B90,0-1,2010
2156,Carlsen,Nakamura,2802,2741,A10,1-0,2010
2157,Anand,Carlsen,2804,2802,C95,1-0,2010
2158,Carlsen,Adams,2802,2723,A29,1-0,2010
2159,McShane,Carlsen,2645,2802,A37,1-0,2010
2160,Nepomniachtchi,Carlsen,2720,2802,B06,½-½,2010
2161,Savchenko,Carlsen,2632,2802,B06,0-1,2010
2162,Andreikin,Carlsen,2683,2802,A37,0-1,2010
2163,Mamedov,Carlsen,2660,2802,A00,1-0,2010
2164,Carlsen,Svidler,2802,2722,C84,1-0,2010
2165,Carlsen,Grischuk,2802,2771,A00,½-½,2010
2166,Grachev,Carlsen,2654,2802,A48,0-1,2010
2167,Carlsen,Radjabov,2802,2744,A48,0-1,2010
2168,Carlsen,Mamedyarov,2802,2763,B48,½-½,2010
2169,Carlsen,Eljanov,2802,2742,A00,1-0,2010
2170,Carlsen,Karjakin,2802,2760,C45,½-½,2010
2171,Movsesian,Carlsen,2721,2802,C84,1-0,2010
2172,Carlsen,Kramnik,2802,2791,B07,½-½,2010
2173,Carlsen,Nepomniachtchi,2802,2720,B45,½-½,2010
2174,Carlsen,Vachier Lagrave,2802,2703,A48,1-0,2010
2175,Carlsen,Caruana,2802,2709,D18,1-0,2010
2176,Aronian,Carlsen,2801,2802,E21,0-1,2010
2177,Mamedyarov,Carlsen,2763,2802,E15,0-1,2010
2178,Carlsen,Nakamura,2802,2741,C11,0-1,2010
2179,Eljanov,Carlsen,2742,2802,E32,1-0,2010
2180,Gelfand,Carlsen,2741,2802,E15,1-0,2010
2181,Ponomariov,Carlsen,2744,2802,A45,½-½,2010
2182,Grischuk,Carlsen,2771,2802,A20,0-1,2010
2183,Carlsen,Savchenko,2802,2632,B37,0-1,2010
2184,Carlsen,Ponomariov,2802,2744,C05,1-0,2010
2185,Carlsen,Andreikin,2802,2683,B42,1-0,2010
2186,Carlsen,Gelfand,2802,2741,B20,0-1,2010
2187,Carlsen,Grachev,2802,2654,B40,0-1,2010
2188,Vachier Lagrave,Carlsen,2703,2802,C69,1-0,2010
2189,Carlsen,Mamedov,2802,2660,B38,1-0,2010
2190,Carlsen,Aronian,2802,2801,C45,½-½,2010
2191,Carlsen,Movsesian,2802,2721,B07,1-0,2010
2192,Caruana,Carlsen,2709,2802,C69,0-1,2010
2193,Nakamura,Carlsen,2741,2802,C53,0-1,2010
2194,Svidler,Carlsen,2722,2802,A29,0-1,2010
2195,Karjakin,Carlsen,2760,2802,C95,0-1,2010
2196,Kramnik,Carlsen,2791,2802,A15,0-1,2010
2197,Radjabov,Carlsen,2744,2802,A15,½-½,2010
2198,Carlsen,Gashimov,2826,2719,C49,½-½,2010
2199,Topalov,Carlsen,2803,2826,E00,0-1,2010
2200,Wang,Carlsen,2732,2826,E00,½-½,2010
2201,Carlsen,Anand,2826,2800,C67,½-½,2010
2202,Bacrot,Carlsen,2716,2826,E15,½-½,2010
2203,Carlsen,Topalov,2826,2803,C84,1-0,2010
2204,Gashimov,Carlsen,2719,2826,C95,½-½,2010
2205,Carlsen,Wang,2826,2732,C43,1-0,2010
2206,Anand,Carlsen,2800,2826,C95,½-½,2010
2207,Carlsen,Bacrot,2826,2716,C45,1-0,2010
2208,Anand,Carlsen,2800,2826,C95,½-½,2010
2209,Carlsen,Shirov,2826,2749,C78,1-0,2010
2210,Carlsen,Kramnik,2826,2780,A29,½-½,2010
2211,Shirov,Carlsen,2749,2826,C95,½-½,2010
2212,Carlsen,Anand,2826,2800,C65,0-1,2010
2213,Kramnik,Carlsen,2780,2826,E15,1-0,2010
2214,Carlsen,Sedlak,2826,2550,C11,½-½,2010
2215,Flores,Carlsen,2615,2826,A37,0-1,2010
2216,Carlsen,Sulskis,2826,2544,C45,1-0,2010
2217,Adams,Carlsen,2728,2826,B06,1-0,2010
2218,Carlsen,Vallejo Pons,2826,2697,B23,1-0,2010
2219,Jobava,Carlsen,2710,2826,E24,1-0,2010
2220,Carlsen,Galego,2826,2500,E11,1-0,2010
2221,Sjugirov,Carlsen,2627,2826,B12,1-0,2010
2222,Carlsen,Anand,2826,2800,D78,1-0,2010
2223,Anand,Carlsen,2800,2826,C95,½-½,2010
2224,Hammer,Carlsen,2636,2826,A31,1-0,2010
2225,Carlsen,Anand,2826,2800,C67,½-½,2010
2226,Carlsen,Polgar,2826,2682,B40,½-½,2010
2227,Anand,Carlsen,2800,2826,B77,½-½,2010
2228,Carlsen,Hammer,2826,2636,D42,1-0,2010
2229,Polgar,Carlsen,2682,2826,C67,0-1,2010
2230,Wang,Carlsen,2752,2813,D85,0-1,2010
2231,Carlsen,Nisipeanu,2813,2672,C63,½-½,2010
2232,Gelfand,Carlsen,2741,2813,D31,½-½,2010
2233,Carlsen,Radjabov,2813,2740,B35,1-0,2010
2234,Ponomariov,Carlsen,2733,2813,E81,0-1,2010
2235,Nisipeanu,Carlsen,2672,2813,B76,0-1,2010
2236,Carlsen,Wang,2813,2752,C36,1-0,2010
2237,Carlsen,Gelfand,2813,2741,D43,½-½,2010
2238,Radjabov,Carlsen,2740,2813,B23,½-½,2010
2239,Carlsen,Ponomariov,2813,2733,E06,½-½,2010
2240,Grischuk,Carlsen,2756,2813,E70,1-0,2010
2241,Carlsen,Grischuk,2813,2756,D38,1-0,2010
2242,Carlsen,Ponomariov,2813,2737,C78,1-0,2010
2243,Ponomariov,Carlsen,2737,2813,D86,0-1,2010
2244,Dominguez Perez,Carlsen,2713,2813,E06,½-½,2010
2245,Carlsen,Dominguez Perez,2813,2713,B92,1-0,2010
2246,Kramnik,Carlsen,2790,2813,E97,½-½,2010
2247,Carlsen,Kramnik,2813,2790,D37,0-1,2010
2248,Gashimov,Carlsen,2740,2813,C67,1-0,2010
2249,Carlsen,Gashimov,2813,2740,D15,½-½,2010
2250,Gelfand,Carlsen,2750,2813,E92,0-1,2010
2251,Carlsen,Gelfand,2813,2750,C48,1-0,2010
2252,Karjakin,Carlsen,2725,2813,C65,0-1,2010
2253,Carlsen,Karjakin,2813,2725,A20,0-1,2010
2254,Carlsen,Smeets,2813,2651,A07,1-0,2010
2255,Smeets,Carlsen,2651,2813,C95,0-1,2010
2256,Svidler,Carlsen,2750,2813,B74,0-1,2010
2257,Carlsen,Svidler,2813,2750,D97,1-0,2010
2258,Aronian,Carlsen,2782,2813,E98,0-1,2010
2259,Carlsen,Aronian,2813,2782,C48,1-0,2010
2260,Carlsen,Ivanchuk,2813,2748,A00,0-1,2010
2261,Ivanchuk,Carlsen,2748,2813,B97,1-0,2010
2262,Carlsen,Caruana,2810,2675,C77,½-½,2010
2263,Leko,Carlsen,2739,2810,B90,½-½,2010
2264,Carlsen,Dominguez Perez,2810,2712,D97,1-0,2010
2265,Karjakin,Carlsen,2720,2810,C11,0-1,2010
2266,Carlsen,Kramnik,2810,2788,E04,0-1,2010
2267,Shirov,Carlsen,2723,2810,B33,½-½,2010
2268,Carlsen,Ivanchuk,2810,2749,D10,1-0,2010
2269,Anand,Carlsen,2790,2810,B77,½-½,2010
2270,Nakamura,Carlsen,2708,2810,C77,½-½,2010
2271,Carlsen,Short,2810,2696,B01,½-½,2010
2272,Van Wely,Carlsen,2641,2810,D37,0-1,2010
2273,Carlsen,Smeets,2810,2657,D44,1-0,2010
2274,Tiviakov,Carlsen,2662,2810,C77,½-½,2010
2275,Short,Carlsen,2707,2801,B76,½-½,2009
2276,Carlsen,Adams,2801,2698,E46,½-½,2009
2277,Ni,Carlsen,2665,2801,B51,0-1,2009
2278,Carlsen,Nakamura,2801,2715,D17,½-½,2009
2279,Howell,Carlsen,2597,2801,B22,½-½,2009
2280,Carlsen,McShane,2801,2615,E94,1-0,2009
2281,Carlsen,Kramnik,2801,2772,A29,1-0,2009
2282,Carlsen,Hammer,2801,2588,A48,1-0,2009
2283,Carlsen,Hammer,2801,2588,D85,1-0,2009
2284,Carlsen,Nakamura,2801,2715,E32,0-1,2009
2285,Carlsen,Cmilyte,2801,2480,A88,1-0,2009
2286,Carlsen,Nakamura,2801,2715,E32,0-1,2009
2287,Carlsen,Berg,2801,2594,C11,1-0,2009
2288,Carlsen,Hansen,2801,2072,A58,1-0,2009
2289,Berg,Carlsen,2594,2801,C65,0-1,2009
2290,Nakamura,Carlsen,2715,2801,A22,0-1,2009
2291,Nakamura,Carlsen,2715,2801,D85,1-0,2009
2292,Berg,Carlsen,2594,2801,C67,0-1,2009
2293,Hammer,Carlsen,2588,2801,C68,½-½,2009
2294,Socko,Carlsen,2457,2801,C54,0-1,2009
2295,Hansen,Carlsen,2072,2801,D80,0-1,2009
2296,Cmilyte,Carlsen,2480,2801,E62,½-½,2009
2297,Mamedyarov,Carlsen,2719,2801,E60,0-1,2009
2298,Carlsen,Naiditsch,2801,2689,C45,1-0,2009
